index,source,txt_empty,rowContainsCode_gpt4o,wme$wo_prompt$Ray2333/Gemma-2B-rewardmodel-baseline$chosen,wme$wo_prompt$Ray2333/Gemma-2B-rewardmodel-baseline$rejected,wme$wo_prompt$NCSOFT/Llama-3-OffsetBias-RM-8B$chosen,wme$wo_prompt$NCSOFT/Llama-3-OffsetBias-RM-8B$rejected,wme$wo_prompt$internlm/internlm2-1_8b-reward$chosen,wme$wo_prompt$internlm/internlm2-1_8b-reward$rejected,wme$wo_prompt$weqweasdas/RM-Mistral-7B$chosen,wme$wo_prompt$weqweasdas/RM-Mistral-7B$rejected,wme$wo_prompt$allenai/llama-3-tulu-2-8b-uf-mean-rm$chosen,wme$wo_prompt$allenai/llama-3-tulu-2-8b-uf-mean-rm$rejected,wme$wo_prompt$sfairXC/FsfairX-LLaMA3-RM-v0.1$chosen,wme$wo_prompt$sfairXC/FsfairX-LLaMA3-RM-v0.1$rejected,wme$wo_prompt$Ray2333/reward-model-Mistral-7B-instruct-Unified-Feedback$chosen,wme$wo_prompt$Ray2333/reward-model-Mistral-7B-instruct-Unified-Feedback$rejected,wme$wo_prompt$allenai/tulu-2-dpo-7b$chosen,wme$wo_prompt$allenai/tulu-2-dpo-7b$rejected,wme$wo_prompt$Ray2333/GRM-llama3-8B-distill$chosen,wme$wo_prompt$Ray2333/GRM-llama3-8B-distill$rejected,wme$wo_prompt$CIR-AMS/BTRM_Qwen2_7b_0613$chosen,wme$wo_prompt$CIR-AMS/BTRM_Qwen2_7b_0613$rejected,wme$wo_prompt$0-hero/Matter-0.1-7B-boost-DPO-preview$chosen,wme$wo_prompt$0-hero/Matter-0.1-7B-boost-DPO-preview$rejected,wme$wo_prompt$Qwen/Qwen1.5-7B-Chat$chosen,wme$wo_prompt$Qwen/Qwen1.5-7B-Chat$rejected,wme$wo_prompt$NousResearch/Nous-Hermes-2-Mistral-7B-DPO$chosen,wme$wo_prompt$NousResearch/Nous-Hermes-2-Mistral-7B-DPO$rejected,wme$wo_prompt$openbmb/Eurus-RM-7b$chosen,wme$wo_prompt$openbmb/Eurus-RM-7b$rejected,wme$wo_prompt$internlm/internlm2-20b-reward$chosen,wme$wo_prompt$internlm/internlm2-20b-reward$rejected,wme$wo_prompt$allenai/tulu-v2.5-13b-preference-mix-rm$chosen,wme$wo_prompt$allenai/tulu-v2.5-13b-preference-mix-rm$rejected,wme$wo_prompt$upstage/SOLAR-10.7B-Instruct-v1.0$chosen,wme$wo_prompt$upstage/SOLAR-10.7B-Instruct-v1.0$rejected,aal$wo_prompt$Ray2333/Gemma-2B-rewardmodel-baseline$chosen,aal$wo_prompt$Ray2333/Gemma-2B-rewardmodel-baseline$rejected,aal$wo_prompt$NCSOFT/Llama-3-OffsetBias-RM-8B$chosen,aal$wo_prompt$NCSOFT/Llama-3-OffsetBias-RM-8B$rejected,aal$wo_prompt$internlm/internlm2-1_8b-reward$chosen,aal$wo_prompt$internlm/internlm2-1_8b-reward$rejected,aal$wo_prompt$weqweasdas/RM-Mistral-7B$chosen,aal$wo_prompt$weqweasdas/RM-Mistral-7B$rejected,aal$wo_prompt$allenai/llama-3-tulu-2-8b-uf-mean-rm$chosen,aal$wo_prompt$allenai/llama-3-tulu-2-8b-uf-mean-rm$rejected,aal$wo_prompt$sfairXC/FsfairX-LLaMA3-RM-v0.1$chosen,aal$wo_prompt$sfairXC/FsfairX-LLaMA3-RM-v0.1$rejected,aal$wo_prompt$Ray2333/reward-model-Mistral-7B-instruct-Unified-Feedback$chosen,aal$wo_prompt$Ray2333/reward-model-Mistral-7B-instruct-Unified-Feedback$rejected,aal$wo_prompt$allenai/tulu-2-dpo-7b$chosen,aal$wo_prompt$allenai/tulu-2-dpo-7b$rejected,aal$wo_prompt$Ray2333/GRM-llama3-8B-distill$chosen,aal$wo_prompt$Ray2333/GRM-llama3-8B-distill$rejected,aal$wo_prompt$CIR-AMS/BTRM_Qwen2_7b_0613$chosen,aal$wo_prompt$CIR-AMS/BTRM_Qwen2_7b_0613$rejected,aal$wo_prompt$0-hero/Matter-0.1-7B-boost-DPO-preview$chosen,aal$wo_prompt$0-hero/Matter-0.1-7B-boost-DPO-preview$rejected,aal$wo_prompt$Qwen/Qwen1.5-7B-Chat$chosen,aal$wo_prompt$Qwen/Qwen1.5-7B-Chat$rejected,aal$wo_prompt$NousResearch/Nous-Hermes-2-Mistral-7B-DPO$chosen,aal$wo_prompt$NousResearch/Nous-Hermes-2-Mistral-7B-DPO$rejected,aal$wo_prompt$openbmb/Eurus-RM-7b$chosen,aal$wo_prompt$openbmb/Eurus-RM-7b$rejected,aal$wo_prompt$internlm/internlm2-20b-reward$chosen,aal$wo_prompt$internlm/internlm2-20b-reward$rejected,aal$wo_prompt$allenai/tulu-v2.5-13b-preference-mix-rm$chosen,aal$wo_prompt$allenai/tulu-v2.5-13b-preference-mix-rm$rejected,aal$wo_prompt$upstage/SOLAR-10.7B-Instruct-v1.0$chosen,aal$wo_prompt$upstage/SOLAR-10.7B-Instruct-v1.0$rejected
422,groenwold,,False,-8.8671875,-8.8671875,-5.984375,-5.984375,-1.91015625,-1.91015625,-3.54296875,-3.54296875,18.234375,18.234375,-8.3828125,-8.3828125,-9.8515625,-9.8515625,-28.467193603515625,-28.467193603515625,-4.94140625,-4.94140625,-10.9609375,-10.9609375,-26.495635986328125,-26.495635986328125,-92.73292541503906,-92.73292541503906,-27.034805297851562,-27.034805297851562,-749.5,-749.5,-1.44921875,-1.44921875,-11.625,-11.625,-136.50039672851562,-136.50039672851562,-6.9375,-6.9375,-7.2890625,-7.2890625,-2.814453125,-2.814453125,-3.109375,-3.109375,19.015625,19.015625,-8.3046875,-8.3046875,-9.3984375,-9.3984375,-20.135543823242188,-20.135543823242188,-2.623046875,-2.623046875,-11.5234375,-11.5234375,-22.027999877929688,-22.027999877929688,-78.18717956542969,-78.18717956542969,-20.838836669921875,-20.838836669921875,-752.0,-752.0,-2.076171875,-2.076171875,-9.4921875,-9.4921875,-65.24600219726562,-65.24600219726562
423,groenwold,,False,-6.77734375,-6.77734375,-6.70703125,-6.70703125,-2.646484375,-2.646484375,-2.396484375,-2.396484375,18.28125,18.28125,-8.3203125,-8.3203125,-8.6171875,-8.6171875,-28.540786743164062,-28.540786743164062,-3.2890625,-3.2890625,-11.1015625,-11.1015625,-14.395492553710938,-14.395492553710938,-58.46565246582031,-58.46565246582031,-18.131179809570312,-18.131179809570312,-765.0,-765.0,-2.013671875,-2.013671875,-9.328125,-9.328125,-75.13728332519531,-75.13728332519531,-7.28125,-7.28125,-6.2421875,-6.2421875,-1.955078125,-1.955078125,-2.728515625,-2.728515625,20.75,20.75,-8.2734375,-8.2734375,-8.1953125,-8.1953125,-16.068588256835938,-16.068588256835938,-4.12890625,-4.12890625,-11.375,-11.375,-14.096954345703125,-14.096954345703125,-96.24961853027344,-96.24961853027344,-6.070907592773437,-6.070907592773437,-739.0,-739.0,-1.5576171875,-1.5576171875,-9.46875,-9.46875,-60.33448791503906,-60.33448791503906
424,groenwold,,False,-7.1484375,-7.1484375,-5.796875,-5.796875,-1.833984375,-1.833984375,-3.154296875,-3.154296875,19.875,19.875,-8.0390625,-8.0390625,-9.296875,-9.296875,-29.102127075195312,-29.102127075195312,-5.171875,-5.171875,-10.484375,-10.484375,-24.013900756835938,-24.013900756835938,-103.47465515136719,-103.47465515136719,-31.53192138671875,-31.53192138671875,-708.5,-708.5,-0.84716796875,-0.84716796875,-9.2734375,-9.2734375,-78.31570434570312,-78.31570434570312,-6.140625,-6.140625,-6.4296875,-6.4296875,-2.21484375,-2.21484375,-2.783203125,-2.783203125,19.546875,19.546875,-8.0546875,-8.0546875,-9.1640625,-9.1640625,-23.1876220703125,-23.1876220703125,-4.15625,-4.15625,-10.1328125,-10.1328125,-12.673049926757812,-12.673049926757812,-92.32528686523438,-92.32528686523438,-22.387893676757812,-22.387893676757812,-681.5,-681.5,-1.8857421875,-1.8857421875,-9.5703125,-9.5703125,-64.92567443847656,-64.92567443847656
425,groenwold,,False,-7.0078125,-7.0078125,-5.75390625,-5.75390625,-1.095703125,-1.095703125,-2.517578125,-2.517578125,22.15625,22.15625,-8.03125,-8.03125,-8.1640625,-8.1640625,-39.164459228515625,-39.164459228515625,-3.373046875,-3.373046875,-10.6015625,-10.6015625,-25.28155517578125,-25.28155517578125,-78.57588195800781,-78.57588195800781,-21.288253784179688,-21.288253784179688,-638.0,-638.0,-1.16015625,-1.16015625,-10.328125,-10.328125,-108.32417297363281,-108.32417297363281,-6.3515625,-6.3515625,-5.70703125,-5.70703125,-1.1884765625,-1.1884765625,-2.462890625,-2.462890625,22.875,22.875,-7.96875,-7.96875,-7.734375,-7.734375,-23.3018798828125,-23.3018798828125,-1.9052734375,-1.9052734375,-10.484375,-10.484375,-14.888320922851562,-14.888320922851562,-89.01362609863281,-89.01362609863281,-13.543075561523438,-13.543075561523438,-646.5,-646.5,-0.51513671875,-0.51513671875,-10.1875,-10.1875,-49.177032470703125,-49.177032470703125
426,groenwold,,False,-6.47265625,-6.47265625,-6.1171875,-6.1171875,-1.72265625,-1.72265625,-3.08203125,-3.08203125,18.390625,18.390625,-7.93359375,-7.93359375,-8.8125,-8.8125,-30.123947143554688,-30.123947143554688,-4.1640625,-4.1640625,-10.859375,-10.859375,-23.633010864257812,-23.633010864257812,-108.2793197631836,-108.2793197631836,-37.503631591796875,-37.503631591796875,-705.5,-705.5,-1.7783203125,-1.7783203125,-12.359375,-12.359375,-113.1827392578125,-113.1827392578125,-7.5859375,-7.5859375,-6.2890625,-6.2890625,-2.25,-2.25,-3.3828125,-3.3828125,17.359375,17.359375,-8.8984375,-8.8984375,-8.921875,-8.921875,-26.687896728515625,-26.687896728515625,-4.734375,-4.734375,-11.2578125,-11.2578125,-16.934768676757812,-16.934768676757812,-185.25096130371094,-185.25096130371094,-21.711990356445312,-21.711990356445312,-758.5,-758.5,-1.33984375,-1.33984375,-12.6171875,-12.6171875,-56.28038024902344,-56.28038024902344
427,groenwold,,False,-6.63671875,-6.63671875,-6.33203125,-6.33203125,-2.0078125,-2.0078125,-2.509765625,-2.509765625,19.21875,19.21875,-8.140625,-8.140625,-9.0703125,-9.0703125,-18.016685485839844,-18.016685485839844,-3.615234375,-3.615234375,-10.765625,-10.765625,-16.48291778564453,-16.48291778564453,-49.162315368652344,-49.162315368652344,-36.77301025390625,-36.77301025390625,-663.0,-663.0,-1.689453125,-1.689453125,-9.8984375,-9.8984375,-65.23889923095703,-65.23889923095703,-6.34375,-6.34375,-6.0390625,-6.0390625,-2.482421875,-2.482421875,-2.25,-2.25,19.140625,19.140625,-8.0859375,-8.0859375,-8.515625,-8.515625,-10.256454467773438,-10.256454467773438,-3.916015625,-3.916015625,-11.5703125,-11.5703125,-14.862960815429688,-14.862960815429688,-58.35365295410156,-58.35365295410156,-33.824989318847656,-33.824989318847656,-731.0,-731.0,-1.609375,-1.609375,-9.7109375,-9.7109375,-64.28125,-64.28125
428,groenwold,,False,-7.8125,-7.8125,-7.390625,-7.390625,-2.716796875,-2.716796875,-2.228515625,-2.228515625,21.375,21.375,-7.96875,-7.96875,-9.65625,-9.65625,-28.837936401367188,-28.837936401367188,-2.833984375,-2.833984375,-11.9921875,-11.9921875,-16.49908447265625,-16.49908447265625,-88.29966735839844,-88.29966735839844,-21.5467529296875,-21.5467529296875,-835.0,-835.0,-2.02734375,-2.02734375,-9.3671875,-9.3671875,-94.65748596191406,-94.65748596191406,-7.6875,-7.6875,-7.1328125,-7.1328125,-2.224609375,-2.224609375,-3.34375,-3.34375,18.359375,18.359375,-8.703125,-8.703125,-9.546875,-9.546875,-19.29217529296875,-19.29217529296875,-2.046875,-2.046875,-12.4765625,-12.4765625,-19.193511962890625,-19.193511962890625,-122.23797607421875,-122.23797607421875,-15.547088623046875,-15.547088623046875,-875.0,-875.0,-1.8203125,-1.8203125,-10.203125,-10.203125,-67.13644409179688,-67.13644409179688
429,groenwold,,False,-7.3125,-7.3125,-5.83984375,-5.83984375,-2.1796875,-2.1796875,-2.96875,-2.96875,19.421875,19.421875,-8.3046875,-8.3046875,-9.640625,-9.640625,-19.401336669921875,-19.401336669921875,-5.12109375,-5.12109375,-11.3125,-11.3125,-17.6302490234375,-17.6302490234375,-68.99543762207031,-68.99543762207031,-12.851959228515625,-12.851959228515625,-637.5,-637.5,-1.7939453125,-1.7939453125,-8.921875,-8.921875,-56.35509490966797,-56.35509490966797,-7.33984375,-7.33984375,-5.92578125,-5.92578125,-2.091796875,-2.091796875,-3.158203125,-3.158203125,18.625,18.625,-8.5234375,-8.5234375,-9.890625,-9.890625,-13.223114013671875,-13.223114013671875,-4.80859375,-4.80859375,-11.3984375,-11.3984375,-17.748260498046875,-17.748260498046875,-119.00956726074219,-119.00956726074219,-19.543014526367188,-19.543014526367188,-652.0,-652.0,-1.5888671875,-1.5888671875,-9.2734375,-9.2734375,-41.9056396484375,-41.9056396484375
430,groenwold,,False,-6.56640625,-6.56640625,-6.40625,-6.40625,-2.458984375,-2.458984375,-3.517578125,-3.517578125,18.6875,18.6875,-7.41796875,-7.41796875,-8.890625,-8.890625,-17.88580322265625,-17.88580322265625,-3.779296875,-3.779296875,-10.40625,-10.40625,-23.5089111328125,-23.5089111328125,-117.5858383178711,-117.5858383178711,-12.027847290039062,-12.027847290039062,-697.5,-697.5,-1.49609375,-1.49609375,-9.0390625,-9.0390625,-62.147377014160156,-62.147377014160156,-7.484375,-7.484375,-6.5390625,-6.5390625,-2.177734375,-2.177734375,-3.34375,-3.34375,20.453125,20.453125,-8.609375,-8.609375,-8.7421875,-8.7421875,-15.059783935546875,-15.059783935546875,-4.98828125,-4.98828125,-11.3203125,-11.3203125,-17.247955322265625,-17.247955322265625,-178.58258056640625,-178.58258056640625,-18.05938720703125,-18.05938720703125,-801.0,-801.0,-0.70751953125,-0.70751953125,-10.5,-10.5,-54.31715393066406,-54.31715393066406
431,groenwold,,False,-7.08984375,-7.08984375,-6.96484375,-6.96484375,-2.875,-2.875,-2.646484375,-2.646484375,21.46875,21.46875,-8.4765625,-8.4765625,-10.1640625,-10.1640625,-24.2647705078125,-24.2647705078125,-3.09375,-3.09375,-12.0859375,-12.0859375,-14.242889404296875,-14.242889404296875,-95.83932495117188,-95.83932495117188,-9.329437255859375,-9.329437255859375,-791.0,-791.0,-2.37109375,-2.37109375,-12.03125,-12.03125,-61.43475341796875,-61.43475341796875,-6.8125,-6.8125,-7.0234375,-7.0234375,-2.775390625,-2.775390625,-2.9921875,-2.9921875,21.21875,21.21875,-8.5234375,-8.5234375,-9.6953125,-9.6953125,-27.60772705078125,-27.60772705078125,-2.59375,-2.59375,-11.1015625,-11.1015625,-17.801605224609375,-17.801605224609375,-87.88818359375,-87.88818359375,-8.238494873046875,-8.238494873046875,-735.0,-735.0,-2.501953125,-2.501953125,-10.40625,-10.40625,-77.11300659179688,-77.11300659179688
432,groenwold,,False,-9.4375,-9.4375,-6.421875,-6.421875,-2.42578125,-2.42578125,-4.14453125,-4.14453125,18.171875,18.171875,-9.3828125,-9.3828125,-9.9921875,-9.9921875,-25.991104125976562,-25.991104125976562,-5.72265625,-5.72265625,-12.1171875,-12.1171875,-24.0167236328125,-24.0167236328125,-100.11967468261719,-100.11967468261719,-15.505050659179688,-15.505050659179688,-849.0,-849.0,-1.119140625,-1.119140625,-10.4375,-10.4375,-98.73318481445312,-98.73318481445312,-9.0234375,-9.0234375,-6.24609375,-6.24609375,-2.6640625,-2.6640625,-3.572265625,-3.572265625,18.84375,18.84375,-9.3125,-9.3125,-10.15625,-10.15625,-23.894317626953125,-23.894317626953125,-4.8203125,-4.8203125,-12.5390625,-12.5390625,-16.879302978515625,-16.879302978515625,-73.75820922851562,-73.75820922851562,-13.080596923828125,-13.080596923828125,-870.5,-870.5,-1.7470703125,-1.7470703125,-8.8359375,-8.8359375,-78.35359191894531,-78.35359191894531
433,groenwold,,False,-5.2421875,-5.2421875,-5.03125,-5.03125,-1.6923828125,-1.6923828125,-1.0234375,-1.0234375,18.953125,18.953125,-5.82421875,-5.82421875,-8.2734375,-8.2734375,-26.067108154296875,-26.067108154296875,-1.5849609375,-1.5849609375,-8.2890625,-8.2890625,-15.502105712890625,-15.502105712890625,-63.65272521972656,-63.65272521972656,-38.96369934082031,-38.96369934082031,-619.0,-619.0,0.39599609375,0.39599609375,-1.44140625,-1.44140625,-75.59566497802734,-75.59566497802734,-5.62890625,-5.62890625,-5.5234375,-5.5234375,-1.71484375,-1.71484375,-1.4501953125,-1.4501953125,19.640625,19.640625,-6.18359375,-6.18359375,-9.0625,-9.0625,-34.79766845703125,-34.79766845703125,-1.3056640625,-1.3056640625,-9.359375,-9.359375,-18.98626708984375,-18.98626708984375,-78.42987060546875,-78.42987060546875,-9.746917724609375,-9.746917724609375,-735.0,-735.0,-0.1396484375,-0.1396484375,5.828125,5.828125,-118.33059692382812,-118.33059692382812
434,groenwold,,False,-7.5546875,-7.5546875,-5.28125,-5.28125,-1.6337890625,-1.6337890625,-1.2978515625,-1.2978515625,22.359375,22.359375,-5.52734375,-5.52734375,-8.640625,-8.640625,-26.6322021484375,-26.6322021484375,-0.136474609375,-0.136474609375,-9.7890625,-9.7890625,-24.138275146484375,-24.138275146484375,-94.32919311523438,-94.32919311523438,-24.389450073242188,-24.389450073242188,-557.5,-557.5,-0.21484375,-0.21484375,-11.03125,-11.03125,-71.29522705078125,-71.29522705078125,-6.76171875,-6.76171875,-5.8203125,-5.8203125,-2.158203125,-2.158203125,-3.314453125,-3.314453125,21.15625,21.15625,-6.51171875,-6.51171875,-9.8046875,-9.8046875,-22.74310302734375,-22.74310302734375,-3.3046875,-3.3046875,-11.4453125,-11.4453125,-24.40753173828125,-24.40753173828125,-76.575927734375,-76.575927734375,-21.50750732421875,-21.50750732421875,-817.5,-817.5,-0.9833984375,-0.9833984375,-9.9609375,-9.9609375,-52.2940673828125,-52.2940673828125
435,groenwold,,False,-6.72265625,-6.72265625,-5.9765625,-5.9765625,-1.8466796875,-1.8466796875,-3.20703125,-3.20703125,18.703125,18.703125,-8.65625,-8.65625,-8.9296875,-8.9296875,-37.11967468261719,-37.11967468261719,-4.74609375,-4.74609375,-11.0390625,-11.0390625,-28.41839599609375,-28.41839599609375,-110.92134094238281,-110.92134094238281,-16.014907836914062,-16.014907836914062,-815.0,-815.0,-1.3447265625,-1.3447265625,-10.2109375,-10.2109375,-122.07341003417969,-122.07341003417969,-6.5703125,-6.5703125,-6.234375,-6.234375,-2.07421875,-2.07421875,-3.013671875,-3.013671875,18.953125,18.953125,-8.1796875,-8.1796875,-9.5,-9.5,-27.686874389648438,-27.686874389648438,-4.26953125,-4.26953125,-11.2421875,-11.2421875,-30.898529052734375,-30.898529052734375,-104.95257568359375,-104.95257568359375,-23.633270263671875,-23.633270263671875,-798.0,-798.0,-1.603515625,-1.603515625,-10.828125,-10.828125,-97.30351257324219,-97.30351257324219
436,groenwold,,False,-6.13671875,-6.13671875,-6.1640625,-6.1640625,-2.333984375,-2.333984375,-2.203125,-2.203125,23.09375,23.09375,-8.0234375,-8.0234375,-9.6484375,-9.6484375,-26.24176025390625,-26.24176025390625,-2.81640625,-2.81640625,-10.015625,-10.015625,-22.193511962890625,-22.193511962890625,-92.385986328125,-92.385986328125,-13.033966064453125,-13.033966064453125,-646.5,-646.5,-1.103515625,-1.103515625,-10.40625,-10.40625,-122.55564880371094,-122.55564880371094,-7.71875,-7.71875,-6.78515625,-6.78515625,-2.111328125,-2.111328125,-3.7578125,-3.7578125,19.0,19.0,-8.6015625,-8.6015625,-9.6796875,-9.6796875,-32.21673583984375,-32.21673583984375,-4.12109375,-4.12109375,-12.484375,-12.484375,-22.448211669921875,-22.448211669921875,-111.62936401367188,-111.62936401367188,-23.000030517578125,-23.000030517578125,-891.5,-891.5,-1.22265625,-1.22265625,-10.71875,-10.71875,-91.71249389648438,-91.71249389648438
437,groenwold,,False,-8.7109375,-8.7109375,-5.7421875,-5.7421875,-2.552734375,-2.552734375,-1.97265625,-1.97265625,16.890625,16.890625,-6.8125,-6.8125,-9.34375,-9.34375,-24.757461547851562,-24.757461547851562,-1.982421875,-1.982421875,-11.046875,-11.046875,-18.3690185546875,-18.3690185546875,-76.38717651367188,-76.38717651367188,-19.76983642578125,-19.76983642578125,-735.5,-735.5,-1.9716796875,-1.9716796875,-5.25390625,-5.25390625,-56.45819091796875,-56.45819091796875,-8.9765625,-8.9765625,-5.69140625,-5.69140625,-2.203125,-2.203125,-2.822265625,-2.822265625,18.21875,18.21875,-7.671875,-7.671875,-10.0078125,-10.0078125,-35.7288818359375,-35.7288818359375,-3.74609375,-3.74609375,-12.0390625,-12.0390625,-18.135955810546875,-18.135955810546875,-82.62995910644531,-82.62995910644531,-24.876419067382812,-24.876419067382812,-835.5,-835.5,-1.30859375,-1.30859375,-9.1796875,-9.1796875,-91.58122253417969,-91.58122253417969
438,groenwold,,False,-7.28125,-7.28125,-5.8203125,-5.8203125,-2.26171875,-2.26171875,-3.111328125,-3.111328125,14.7734375,14.7734375,-8.875,-8.875,-9.8671875,-9.8671875,-34.79827880859375,-34.79827880859375,-4.97265625,-4.97265625,-11.4921875,-11.4921875,-19.080184936523438,-19.080184936523438,-77.64254760742188,-77.64254760742188,-18.750442504882812,-18.750442504882812,-793.0,-793.0,-1.814453125,-1.814453125,-10.6796875,-10.6796875,-74.5977783203125,-74.5977783203125,-7.359375,-7.359375,-6.2421875,-6.2421875,-1.771484375,-1.771484375,-3.263671875,-3.263671875,18.984375,18.984375,-8.84375,-8.84375,-8.8671875,-8.8671875,-23.044937133789062,-23.044937133789062,-5.01171875,-5.01171875,-12.171875,-12.171875,-18.71221923828125,-18.71221923828125,-98.6214599609375,-98.6214599609375,-25.147552490234375,-25.147552490234375,-802.0,-802.0,-1.341796875,-1.341796875,-9.546875,-9.546875,-90.6839599609375,-90.6839599609375
439,groenwold,,False,-6.09765625,-6.09765625,-6.4375,-6.4375,-2.1328125,-2.1328125,-3.322265625,-3.322265625,19.09375,19.09375,-8.8046875,-8.8046875,-9.375,-9.375,-28.86810302734375,-28.86810302734375,-4.8671875,-4.8671875,-11.390625,-11.390625,-23.111038208007812,-23.111038208007812,-81.83114624023438,-81.83114624023438,-23.634521484375,-23.634521484375,-670.5,-670.5,-1.1943359375,-1.1943359375,-11.15625,-11.15625,-81.30612182617188,-81.30612182617188,-6.875,-6.875,-6.359375,-6.359375,-2.166015625,-2.166015625,-2.654296875,-2.654296875,19.09375,19.09375,-8.15625,-8.15625,-8.7421875,-8.7421875,-29.833160400390625,-29.833160400390625,-4.51171875,-4.51171875,-11.3984375,-11.3984375,-13.405197143554688,-13.405197143554688,-81.36183166503906,-81.36183166503906,-22.258758544921875,-22.258758544921875,-641.0,-641.0,-1.009765625,-1.009765625,-10.1875,-10.1875,-45.805694580078125,-45.805694580078125
440,groenwold,,False,-7.91015625,-7.91015625,-6.6953125,-6.6953125,-2.1953125,-2.1953125,-2.49609375,-2.49609375,16.46875,16.46875,-7.96875,-7.96875,-9.1015625,-9.1015625,-25.141357421875,-25.141357421875,-4.76171875,-4.76171875,-10.984375,-10.984375,-18.77398681640625,-18.77398681640625,-50.97991180419922,-50.97991180419922,-16.419677734375,-16.419677734375,-677.0,-677.0,-1.4521484375,-1.4521484375,-9.3203125,-9.3203125,-84.98991394042969,-84.98991394042969,-6.69921875,-6.69921875,-6.35546875,-6.35546875,-2.330078125,-2.330078125,-2.703125,-2.703125,19.96875,19.96875,-8.1015625,-8.1015625,-9.0625,-9.0625,-24.413436889648438,-24.413436889648438,-3.8203125,-3.8203125,-10.8125,-10.8125,-16.397537231445312,-16.397537231445312,-86.80624389648438,-86.80624389648438,-19.982345581054688,-19.982345581054688,-678.5,-678.5,-2.001953125,-2.001953125,-9.6953125,-9.6953125,-64.42807006835938,-64.42807006835938
441,groenwold,,False,-5.78125,-5.78125,-5.41796875,-5.41796875,-1.15625,-1.15625,-2.466796875,-2.466796875,20.40625,20.40625,-7.76953125,-7.76953125,-7.8203125,-7.8203125,-44.800994873046875,-44.800994873046875,-3.8984375,-3.8984375,-10.296875,-10.296875,-22.000274658203125,-22.000274658203125,-105.16934204101562,-105.16934204101562,-29.496688842773438,-29.496688842773438,-611.0,-611.0,-0.67041015625,-0.67041015625,-9.921875,-9.921875,-125.22186279296875,-125.22186279296875,-7.1953125,-7.1953125,-6.8359375,-6.8359375,-2.013671875,-2.013671875,-3.212890625,-3.212890625,17.953125,17.953125,-9.6171875,-9.6171875,-9.2421875,-9.2421875,-27.049072265625,-27.049072265625,-4.3125,-4.3125,-12.3671875,-12.3671875,-22.124481201171875,-22.124481201171875,-78.62681579589844,-78.62681579589844,-28.92315673828125,-28.92315673828125,-801.0,-801.0,-1.51171875,-1.51171875,-9.4375,-9.4375,-106.05210876464844,-106.05210876464844
442,groenwold,,False,-6.8984375,-6.8984375,-5.71484375,-5.71484375,-2.560546875,-2.560546875,-1.4306640625,-1.4306640625,21.71875,21.71875,-5.63671875,-5.63671875,-8.859375,-8.859375,-18.411575317382812,-18.411575317382812,-2.091796875,-2.091796875,-9.9765625,-9.9765625,-21.288558959960938,-21.288558959960938,-93.86260986328125,-93.86260986328125,-15.069198608398438,-15.069198608398438,-607.0,-607.0,-0.833984375,-0.833984375,-10.1328125,-10.1328125,-84.103515625,-84.103515625,-7.1015625,-7.1015625,-6.05859375,-6.05859375,-2.220703125,-2.220703125,-1.3701171875,-1.3701171875,20.484375,20.484375,-7.67578125,-7.67578125,-9.078125,-9.078125,-17.526397705078125,-17.526397705078125,-3.03515625,-3.03515625,-10.7421875,-10.7421875,-17.853073120117188,-17.853073120117188,-102.09523010253906,-102.09523010253906,-19.858352661132812,-19.858352661132812,-582.0,-582.0,-1.20703125,-1.20703125,-9.640625,-9.640625,-64.9698486328125,-64.9698486328125
443,groenwold,,False,-8.859375,-8.859375,-6.1484375,-6.1484375,-2.69140625,-2.69140625,-3.572265625,-3.572265625,18.25,18.25,-8.8515625,-8.8515625,-8.953125,-8.953125,-27.853103637695312,-27.853103637695312,-5.00390625,-5.00390625,-11.7890625,-11.7890625,-16.510269165039062,-16.510269165039062,-101.71018981933594,-101.71018981933594,-22.9830322265625,-22.9830322265625,-868.0,-868.0,-1.828125,-1.828125,-11.6875,-11.6875,-94.3084716796875,-94.3084716796875,-7.90625,-7.90625,-6.296875,-6.296875,-1.935546875,-1.935546875,-2.1953125,-2.1953125,18.875,18.875,-7.65234375,-7.65234375,-8.921875,-8.921875,-24.961578369140625,-24.961578369140625,-3.51171875,-3.51171875,-10.7734375,-10.7734375,-21.429763793945312,-21.429763793945312,-79.48748779296875,-79.48748779296875,-14.879470825195312,-14.879470825195312,-680.0,-680.0,-1.1943359375,-1.1943359375,-9.140625,-9.140625,-81.24095153808594,-81.24095153808594
